100,1000,0.01,0.1,2,lin,0.4499831199645996,9.83941954386574
1000,1000,0.01,0.1,2,lin,0.49722743034362793,9.478808951172958
9000,1000,0.01,0.1,2,lin,1.3476066589355469,9.454440076520672
200,1000,0.01,0.1,2,lin,0.41179728507995605,9.626646321517743
2000,1000,0.01,0.1,2,lin,0.585615873336792,9.47464823660878
19000,1000,0.01,0.1,2,lin,2.5142993927001953,9.4371610363719
300,1000,0.01,0.1,2,lin,0.4178190231323242,9.564597351780025
3000,1000,0.01,0.1,2,lin,0.7103986740112305,9.466698886870153
29000,1000,0.01,0.1,2,lin,3.8004820346832275,9.455100338979584
400,1000,0.01,0.1,2,lin,0.4468514919281006,9.536884361302828
4000,1000,0.01,0.1,2,lin,0.8261418342590332,9.472730146987237
39000,1000,0.01,0.1,2,lin,5.153394460678101,9.441173001980133
500,1000,0.01,0.1,2,lin,0.4412651062011719,9.516665107055744
5000,1000,0.01,0.1,2,lin,0.9257335662841797,9.468922029776103
49000,1000,0.01,0.1,2,lin,6.284897565841675,9.449254137633641
600,1000,0.01,0.1,2,lin,0.4667081832885742,9.551067795394989
6000,1000,0.01,0.1,2,lin,1.0508747100830078,9.435067531472113
59000,1000,0.01,0.1,2,lin,7.714714765548706,9.45374004988787
700,1000,0.01,0.1,2,lin,0.4686741828918457,9.526173277975044
7000,1000,0.01,0.1,2,lin,1.1642632484436035,9.469515447709384
69000,1000,0.01,0.1,2,lin,8.863075494766235,9.434324983787146
800,1000,0.01,0.1,2,lin,0.4856221675872803,9.509080752219548
8000,1000,0.01,0.1,2,lin,1.2730610370635986,9.449793619710505
79000,1000,0.01,0.1,2,lin,11.948600053787231,9.468874441433119
900,1000,0.01,0.1,2,lin,0.5986557006835938,9.526221115633845
9000,1000,0.01,0.1,2,lin,1.483213186264038,9.45391576078122
89000,1000,0.01,0.1,2,lin,12.131969928741455,9.45838967059611
1000,1000,0.01,0.1,2,lin,0.5170214176177979,9.485353900366507
10000,1000,0.01,0.1,2,lin,1.6491014957427979,9.449777430692578
99000,1000,0.01,0.1,2,lin,13.295712947845459,9.447634632338906
100,1000,0.01,0.1,3,lin,0.39783763885498047,9.777285397969202
1000,1000,0.01,0.1,3,lin,0.48451924324035645,9.506009420392916
9000,1000,0.01,0.1,3,lin,1.449946641921997,9.451241634739628
200,1000,0.01,0.1,3,lin,0.4472024440765381,9.589968717132379
2000,1000,0.01,0.1,3,lin,0.5936346054077148,9.478330841450944
19000,1000,0.01,0.1,3,lin,2.7665202617645264,9.444000856456627
300,1000,0.01,0.1,3,lin,0.4293856620788574,9.561069180172634
3000,1000,0.01,0.1,3,lin,0.7171940803527832,9.4783472312112
29000,1000,0.01,0.1,3,lin,4.030356407165527,9.462166294890709
400,1000,0.01,0.1,3,lin,0.4337174892425537,9.53202695376126
4000,1000,0.01,0.1,3,lin,0.8516912460327148,9.454452298628077
39000,1000,0.01,0.1,3,lin,5.276640892028809,9.44494144051496
500,1000,0.01,0.1,3,lin,0.4571807384490967,9.519819975105804
5000,1000,0.01,0.1,3,lin,0.9877686500549316,9.461291643932855
49000,1000,0.01,0.1,3,lin,6.737711191177368,9.443950997591557
600,1000,0.01,0.1,3,lin,0.4586937427520752,9.524665247248988
6000,1000,0.01,0.1,3,lin,1.1368918418884277,9.452026793268548
59000,1000,0.01,0.1,3,lin,8.163717031478882,9.457774406408497
700,1000,0.01,0.1,3,lin,0.45823121070861816,9.544768519969269
7000,1000,0.01,0.1,3,lin,1.1939785480499268,9.45235397231904
69000,1000,0.01,0.1,3,lin,9.737734317779541,9.433091891594383
800,1000,0.01,0.1,3,lin,0.47911739349365234,9.521272498940458
8000,1000,0.01,0.1,3,lin,1.5129334926605225,9.458350382115395
79000,1000,0.01,0.1,3,lin,10.900062561035156,9.466548163271842
900,1000,0.01,0.1,3,lin,0.4957311153411865,9.488099845110636
9000,1000,0.01,0.1,3,lin,1.4685781002044678,9.452699132894665
89000,1000,0.01,0.1,3,lin,12.450047254562378,9.45744687562717
1000,1000,0.01,0.1,3,lin,0.49924635887145996,9.497243897413302
10000,1000,0.01,0.1,3,lin,1.6776280403137207,9.444710662290705
99000,1000,0.01,0.1,3,lin,13.973246335983276,9.448708366841334
100,1000,0.01,0.1,4,lin,0.47786927223205566,9.780856516753856
1000,1000,0.01,0.1,4,lin,0.6182312965393066,9.493553795019249
9000,1000,0.01,0.1,4,lin,1.909660816192627,9.453315852374955
200,1000,0.01,0.1,4,lin,0.5287692546844482,9.687953155845388
2000,1000,0.01,0.1,4,lin,0.7773241996765137,9.497789269510173
19000,1000,0.01,0.1,4,lin,3.4702816009521484,9.447122498335116
300,1000,0.01,0.1,4,lin,0.5080912113189697,9.615623644362396
3000,1000,0.01,0.1,4,lin,0.9088709354400635,9.501978228735732
29000,1000,0.01,0.1,4,lin,4.800032615661621,9.460019596181777
400,1000,0.01,0.1,4,lin,0.5082647800445557,9.56034716421454
4000,1000,0.01,0.1,4,lin,1.034125566482544,9.480055202861381
39000,1000,0.01,0.1,4,lin,6.628525257110596,9.446371543851257
500,1000,0.01,0.1,4,lin,0.5293385982513428,9.567634480301201
5000,1000,0.01,0.1,4,lin,1.2319614887237549,9.467915811662959
49000,1000,0.01,0.1,4,lin,8.29011869430542,9.451508123590752
600,1000,0.01,0.1,4,lin,0.546807050704956,9.559381802809213
6000,1000,0.01,0.1,4,lin,1.3394837379455566,9.446429904237647
59000,1000,0.01,0.1,4,lin,9.74741530418396,9.453587523381174
700,1000,0.01,0.1,4,lin,0.5719189643859863,9.563021616915178
7000,1000,0.01,0.1,4,lin,1.485917091369629,9.468901245938234
69000,1000,0.01,0.1,4,lin,11.447920799255371,9.433508976803928
800,1000,0.01,0.1,4,lin,0.6237833499908447,9.525192787628571
8000,1000,0.01,0.1,4,lin,1.6256234645843506,9.45015653163252
79000,1000,0.01,0.1,4,lin,12.995718955993652,9.465926643856514
900,1000,0.01,0.1,4,lin,0.5683646202087402,9.506852508482488
9000,1000,0.01,0.1,4,lin,1.6603143215179443,9.455058123715803
89000,1000,0.01,0.1,4,lin,14.793430805206299,9.457483795826782
1000,1000,0.01,0.1,4,lin,0.6680629253387451,9.503088810746686
10000,1000,0.01,0.1,4,lin,2.1283061504364014,9.464933005441088
99000,1000,0.01,0.1,4,lin,17.265302181243896,9.44825030857216
100,1000,0.01,0.1,5,lin,0.5186300277709961,2.7778896952915333
1000,1000,0.01,0.1,5,lin,0.8674695491790771,1.384164158301227
9000,1000,0.01,0.1,5,lin,3.6679694652557373,0.7944221086241167
200,1000,0.01,0.1,5,lin,0.5666913986206055,2.3003154951696256
2000,1000,0.01,0.1,5,lin,1.2512071132659912,1.2297722801843738
19000,1000,0.01,0.1,5,lin,7.355140924453735,0.6770987416826313
300,1000,0.01,0.1,5,lin,0.5999302864074707,1.9011176808195132
3000,1000,0.01,0.1,5,lin,1.783759593963623,1.079995887443564
29000,1000,0.01,0.1,5,lin,9.655548095703125,0.5909740989509336
400,1000,0.01,0.1,5,lin,0.6463623046875,1.904204912048538
4000,1000,0.01,0.1,5,lin,1.9931976795196533,0.9715856407342278
39000,1000,0.01,0.1,5,lin,13.294050455093384,0.5264183843853003
500,1000,0.01,0.1,5,lin,0.7051258087158203,1.8078061352871568
5000,1000,0.01,0.1,5,lin,2.261141300201416,0.9323087303570781
49000,1000,0.01,0.1,5,lin,16.849213361740112,0.5023367557870297
600,1000,0.01,0.1,5,lin,0.7181811332702637,1.6533649948084341
6000,1000,0.01,0.1,5,lin,2.2981011867523193,0.9090400214803543
59000,1000,0.01,0.1,5,lin,17.91048264503479,0.48473744378648004
700,1000,0.01,0.1,5,lin,0.7628757953643799,1.6037487928781302
7000,1000,0.01,0.1,5,lin,2.786895751953125,0.842014195675804
69000,1000,0.01,0.1,5,lin,21.2425696849823,0.4795801897746787
800,1000,0.01,0.1,5,lin,0.7580909729003906,1.5813113699242933
8000,1000,0.01,0.1,5,lin,3.0515806674957275,0.826276199097688
79000,1000,0.01,0.1,5,lin,25.708983421325684,0.43060342901470094
900,1000,0.01,0.1,5,lin,0.7928037643432617,1.5430891461403653
9000,1000,0.01,0.1,5,lin,3.235539674758911,0.8017551915074445
89000,1000,0.01,0.1,5,lin,25.55803656578064,0.44233700183965613
1000,1000,0.01,0.1,5,lin,0.8270106315612793,1.5608003115211837
10000,1000,0.01,0.1,5,lin,3.4091272354125977,0.767255459260703
99000,1000,0.01,0.1,5,lin,27.901500463485718,0.4322374542780303
