100.0,1000,0.01,0.1,2,lin,False,1.0533554553985596,11.906771592715874
143.6921196840584,1000,0.01,0.1,2,lin,False,1.0695128440856934,11.068724497648878
206.47425259297762,1000,0.01,0.1,2,lin,False,1.0852715969085693,10.152968756307141
296.6872301526665,1000,0.01,0.1,2,lin,False,1.1299262046813965,9.252979234356436
426.3161698382873,1000,0.01,0.1,2,lin,False,1.2503705024719238,8.516681407980313
612.5827409965254,1000,0.01,0.1,2,lin,False,1.2791686058044434,7.401207637936724
880.2331253566128,1000,0.01,0.1,2,lin,False,1.416367530822754,6.805808621723642
1264.8256359861532,1000,0.01,0.1,2,lin,False,1.5350894927978516,6.5199877852951245
1817.4547666558742,1000,0.01,0.1,2,lin,False,1.8274650573730469,5.6459514241804385
2611.5392785067856,1000,0.01,0.1,2,lin,False,2.342064142227173,5.455155183451928
3752.5761456681616,1000,0.01,0.1,2,lin,False,3.2298901081085205,4.9914745234522915
5392.156206468926,1000,0.01,0.1,2,lin,False,4.267186641693115,4.369661124920045
7748.103549750712,1000,0.01,0.1,2,lin,False,5.280867099761963,4.209908801833505
11133.41422595257,1000,0.01,0.1,2,lin,False,7.013373136520386,3.955542919738181
15997.838894477769,1000,0.01,0.1,2,lin,False,9.469785213470459,3.676215727827572
22987.633811115815,1000,0.01,0.1,2,lin,False,13.451425790786743,3.3069854347857235
33031.41828840158,1000,0.01,0.1,2,lin,False,18.862310647964478,2.935426237113203
47463.545100311996,1000,0.01,0.1,2,lin,False,28.383091926574707,3.0517238048959814
68201.37403183742,1000,0.01,0.1,2,lin,False,35.348421812057495,2.7941536627184647
98000.00000000006,1000,0.01,0.1,2,lin,False,43.880534410476685,2.843983503222186
100.0,1000,0.01,0.1,3,lin,False,1.3449795246124268,9.813714545218406
143.6921196840584,1000,0.01,0.1,3,lin,False,1.246971845626831,8.424420377996427
206.47425259297762,1000,0.01,0.1,3,lin,False,1.249009132385254,6.654657048836549
296.6872301526665,1000,0.01,0.1,3,lin,False,1.3612303733825684,5.830634607839287
426.3161698382873,1000,0.01,0.1,3,lin,False,1.5474326610565186,5.991651661813535
612.5827409965254,1000,0.01,0.1,3,lin,False,1.6034789085388184,5.016263261269695
880.2331253566128,1000,0.01,0.1,3,lin,False,1.8106129169464111,4.110688990139813
1264.8256359861532,1000,0.01,0.1,3,lin,False,2.3393781185150146,4.215506529849714
1817.4547666558742,1000,0.01,0.1,3,lin,False,2.717876672744751,3.436234962460888
2611.5392785067856,1000,0.01,0.1,3,lin,False,3.177487850189209,3.30809586692049
3752.5761456681616,1000,0.01,0.1,3,lin,False,3.5011565685272217,2.8385131176307903
5392.156206468926,1000,0.01,0.1,3,lin,False,4.611340761184692,2.4948915512488776
7748.103549750712,1000,0.01,0.1,3,lin,False,5.627541542053223,2.4287269447558253
11133.41422595257,1000,0.01,0.1,3,lin,False,7.751969814300537,2.236430669753632
15997.838894477769,1000,0.01,0.1,3,lin,False,10.075104475021362,1.915192345537169
22987.633811115815,1000,0.01,0.1,3,lin,False,14.643365621566772,1.658604771840072
33031.41828840158,1000,0.01,0.1,3,lin,False,20.373366355895996,1.3852294892897166
47463.545100311996,1000,0.01,0.1,3,lin,False,27.443949460983276,1.4770414566330148
68201.37403183742,1000,0.01,0.1,3,lin,False,38.35666465759277,1.3537023275365112
98000.00000000006,1000,0.01,0.1,3,lin,False,56.392605781555176,1.2041903576553952
100.0,1000,0.01,0.1,2,lin,False,0.41800451278686523,3.327180171652362
143.6921196840584,1000,0.01,0.1,2,lin,False,0.41876673698425293,2.931576949714785
206.47425259297762,1000,0.01,0.1,2,lin,False,0.40793848037719727,3.1248001059725268
296.6872301526665,1000,0.01,0.1,2,lin,False,0.4233970642089844,2.7268391441049546
426.3161698382873,1000,0.01,0.1,2,lin,False,0.4400649070739746,2.4451129938330185
