X,Y,tau,d,training_start,training_end,training_size,testing_start,testing_end,error_scale,mode,interpolation,kmeans,subset_size,epsilon,visualize_reconstruction,nonempty,time,rmse,pcc
x.npy,z.npy,17,3,0,1000000,1000,5000000,5100000,15,uniform,none,False,500,7.57229176485005,False,43,0.690030574798584,5.6850085311214835,0.8036741036677979
x.npy,z.npy,17,3,0,1000000,1000,5000000,5100000,15,voronoi,none,False,43,7.57229176485005,False,43,1.458441972732544,4.850380000637764,0.8487161743535478
x.npy,z.npy,17,3,0,1000000,1193,5000000,5100000,15,uniform,none,False,500,7.182327997364613,False,53,0.7148582935333252,5.857976478243071,0.798361521413621
x.npy,z.npy,17,3,0,1000000,1193,5000000,5100000,15,voronoi,none,False,53,7.182327997364613,False,53,1.5313971042633057,4.891932903233459,0.854533492396456
x.npy,z.npy,17,3,0,1000000,1425,5000000,5100000,15,uniform,none,False,500,6.812446887108177,False,55,0.6833412647247314,4.932027758360004,0.8473021677576014
x.npy,z.npy,17,3,0,1000000,1425,5000000,5100000,15,voronoi,none,False,55,6.812446887108177,False,55,1.5521340370178223,5.115808089946818,0.8417891593173904
x.npy,z.npy,17,3,0,1000000,1701,5000000,5100000,15,uniform,none,False,500,6.461614201787876,False,55,0.6777458190917969,5.195827690478176,0.8354889916269579
x.npy,z.npy,17,3,0,1000000,1701,5000000,5100000,15,voronoi,none,False,55,6.461614201787876,False,55,1.5419363975524902,5.009111799099344,0.8440169461679179
x.npy,z.npy,17,3,0,1000000,2030,5000000,5100000,15,uniform,none,False,500,6.128848970809422,False,73,0.674257755279541,4.854894262609919,0.8503449307665656
x.npy,z.npy,17,3,0,1000000,2030,5000000,5100000,15,voronoi,none,False,73,6.128848970809422,False,73,1.5898895263671875,4.748528959091036,0.8600281229553393
x.npy,z.npy,17,3,0,1000000,2424,5000000,5100000,15,uniform,none,False,500,5.813220742364712,False,79,0.6892681121826172,4.919358036448348,0.8471532049672916
x.npy,z.npy,17,3,0,1000000,2424,5000000,5100000,15,voronoi,none,False,79,5.813220742364712,False,79,1.624795913696289,4.719042785257748,0.8721920750995968
x.npy,z.npy,17,3,0,1000000,2894,5000000,5100000,15,uniform,none,False,500,5.513846981776142,False,78,0.6917963027954102,4.772615727708723,0.8526064385881205
x.npy,z.npy,17,3,0,1000000,2894,5000000,5100000,15,voronoi,none,False,78,5.513846981776142,False,78,1.6070423126220703,4.354903281030992,0.8835553153819447
x.npy,z.npy,17,3,0,1000000,3455,5000000,5100000,15,uniform,none,False,500,5.22989060382295,False,98,0.685802698135376,4.242490214725499,0.8927962040526931
x.npy,z.npy,17,3,0,1000000,3455,5000000,5100000,15,voronoi,none,False,98,5.22989060382295,False,98,1.6501553058624268,4.066594024679624,0.894643194845657
x.npy,z.npy,17,3,0,1000000,4124,5000000,5100000,15,uniform,none,False,500,4.960557632149761,False,102,0.6872107982635498,4.213793265028885,0.8846267391400771
x.npy,z.npy,17,3,0,1000000,4124,5000000,5100000,15,voronoi,none,False,102,4.960557632149761,False,102,1.6672089099884033,3.8111032100980338,0.90940302032651
x.npy,z.npy,17,3,0,1000000,4923,5000000,5100000,15,uniform,none,False,500,4.70509497921274,False,131,0.6953811645507812,4.117150537289707,0.8963584808028281
x.npy,z.npy,17,3,0,1000000,4923,5000000,5100000,15,voronoi,none,False,131,4.70509497921274,False,131,1.7629344463348389,3.673341324459194,0.9124937108866336
x.npy,z.npy,17,3,0,1000000,5878,5000000,5100000,15,uniform,none,False,500,4.462788340555779,False,133,0.6928868293762207,3.9194073595181043,0.9029095575176452
x.npy,z.npy,17,3,0,1000000,5878,5000000,5100000,15,voronoi,none,False,133,4.462788340555779,False,133,1.7557778358459473,3.447007870185608,0.9251235733317367
x.npy,z.npy,17,3,0,1000000,7017,5000000,5100000,15,uniform,none,False,500,4.232960197528901,False,149,0.6966643333435059,3.939268428038207,0.9029257815556776
x.npy,z.npy,17,3,0,1000000,7017,5000000,5100000,15,voronoi,none,False,149,4.232960197528901,False,149,1.8161895275115967,3.6646838729015645,0.9149793713505523
x.npy,z.npy,17,3,0,1000000,8376,5000000,5100000,15,uniform,none,False,500,4.014967922864224,False,155,0.707313060760498,3.772514645882035,0.9134110459339256
x.npy,z.npy,17,3,0,1000000,8376,5000000,5100000,15,voronoi,none,False,155,4.014967922864224,False,155,1.8272013664245605,3.280117552558868,0.9312236974558759
x.npy,z.npy,17,3,0,1000000,10000,5000000,5100000,15,uniform,none,False,500,3.8082019838124417,False,187,0.7086429595947266,3.517632780417207,0.920875293820987
x.npy,z.npy,17,3,0,1000000,10000,5000000,5100000,15,voronoi,none,False,187,3.8082019838124417,False,187,1.932772159576416,3.4305000493580233,0.9282763788815863
x.npy,z.npy,17,3,0,1000000,11937,5000000,5100000,15,uniform,none,False,500,3.612084237815579,False,182,0.7153425216674805,3.3214795394296193,0.9303204381112109
x.npy,z.npy,17,3,0,1000000,11937,5000000,5100000,15,voronoi,none,False,182,3.612084237815579,False,182,1.9191997051239014,3.100333701350275,0.93952673851335
x.npy,z.npy,17,3,0,1000000,14251,5000000,5100000,15,uniform,none,False,500,3.4260663159505174,False,220,0.7300190925598145,3.2864712024933453,0.9324348567393221
x.npy,z.npy,17,3,0,1000000,14251,5000000,5100000,15,voronoi,none,False,220,3.4260663159505174,False,220,2.0269031524658203,2.9156151641399024,0.9465362824085279
x.npy,z.npy,17,3,0,1000000,17012,5000000,5100000,15,uniform,none,False,500,3.2496280896232106,False,232,0.7337751388549805,3.1583849549331373,0.9364363567290065
