X,Y,tau,d,training_start,training_end,training_size,testing_start,testing_end,error_scale,mode,interpolation,kmeans,subset_size,epsilon,visualize_reconstruction,nonempty,time,rmse,pcc
x.npy,z.npy,17,2,0,1000000,28942,5000000,5100000,15,uniform,lin,False,500,2.7729838820934503,False,119,1.2703678607940674,3.237420395948118,0.9353388717136408
x.npy,z.npy,17,2,0,1000000,28942,5000000,5100000,15,voronoi,lin,False,119,2.7729838820934503,False,119,0.8436832427978516,2.6397116151293893,0.9565198851324725
x.npy,z.npy,17,2,0,1000000,34551,5000000,5100000,15,uniform,lin,False,500,2.6301786026063154,False,119,1.291327953338623,2.636740114057106,0.95710312030054
x.npy,z.npy,17,2,0,1000000,34551,5000000,5100000,15,voronoi,lin,False,119,2.6301786026063154,False,119,0.8703749179840088,2.5923845004149806,0.9573533722213255
x.npy,z.npy,17,2,0,1000000,41246,5000000,5100000,15,uniform,lin,False,500,2.4947276204092166,False,133,1.317664384841919,2.6186462691656307,0.9584531568053777
x.npy,z.npy,17,2,0,1000000,41246,5000000,5100000,15,voronoi,lin,False,133,2.4947276204092166,False,133,0.8404107093811035,2.5829388375050426,0.9579145408452796
x.npy,z.npy,17,2,0,1000000,49238,5000000,5100000,15,uniform,lin,False,500,2.3662521981835885,False,147,1.3617563247680664,2.565422252655482,0.9588221886918564
x.npy,z.npy,17,2,0,1000000,49238,5000000,5100000,15,voronoi,lin,False,147,2.3662521981835885,False,147,0.9396660327911377,2.5041491151564275,0.9604680935668124
x.npy,z.npy,17,2,0,1000000,58780,5000000,5100000,15,uniform,lin,False,500,2.2443931031197004,False,163,1.441650152206421,2.455139166984515,0.9626015881505813
x.npy,z.npy,17,2,0,1000000,58780,5000000,5100000,15,voronoi,lin,False,163,2.2443931031197004,False,163,0.9061908721923828,2.3374759846940836,0.9654511313985639
x.npy,z.npy,17,2,0,1000000,70170,5000000,5100000,15,uniform,lin,False,500,2.1288096024582965,False,178,1.412553071975708,2.58367351964661,0.9591707441637651
x.npy,z.npy,17,2,0,1000000,70170,5000000,5100000,15,voronoi,lin,False,178,2.1288096024582965,False,178,0.8965437412261963,2.3282545057547606,0.9658758875784426
x.npy,z.npy,17,2,0,1000000,83767,5000000,5100000,15,uniform,lin,False,500,2.0191785107606233,False,199,1.4529931545257568,2.4154507041006235,0.96339788074203
x.npy,z.npy,17,2,0,1000000,83767,5000000,5100000,15,voronoi,lin,False,199,2.0191785107606233,False,199,0.9066646099090576,2.3170254760806746,0.9662535676043278
x.npy,z.npy,17,2,0,1000000,100000,5000000,5100000,15,uniform,lin,False,500,1.9151932862428738,False,221,1.5507299900054932,2.4387991779374705,0.9632301905945966
x.npy,z.npy,17,2,0,1000000,100000,5000000,5100000,15,voronoi,lin,False,221,1.9151932862428738,False,221,0.9375700950622559,2.249411772860652,0.9685094527256726
x.npy,z.npy,17,2,0,1000000,119377,5000000,5100000,15,uniform,lin,False,500,1.816563173648306,False,253,1.7645041942596436,2.8640010707243038,0.9482159828370536
x.npy,z.npy,17,2,0,1000000,119377,5000000,5100000,15,voronoi,lin,False,253,1.816563173648306,False,253,0.9892909526824951,2.1467245394138423,0.9709784790611553
x.npy,z.npy,17,2,0,1000000,142510,5000000,5100000,15,uniform,lin,False,500,1.7230123912604034,False,273,1.7618482112884521,2.382390383685728,0.9641981622427716
x.npy,z.npy,17,2,0,1000000,142510,5000000,5100000,15,voronoi,lin,False,273,1.7230123912604034,False,273,0.9560015201568604,2.2300700731966616,0.9687495906728303
x.npy,z.npy,17,2,0,1000000,170125,5000000,5100000,15,uniform,lin,False,500,1.6342793597838625,False,293,1.8186314105987549,2.298820169043058,0.9668540783544006
x.npy,z.npy,17,2,0,1000000,170125,5000000,5100000,15,voronoi,lin,False,293,1.6342793597838625,False,293,1.0329797267913818,2.05678682013625,0.9733224465354371
x.npy,z.npy,17,2,0,1000000,203091,5000000,5100000,15,uniform,lin,False,500,1.5501159709372587,False,323,1.922722578048706,2.1067798237522535,0.972498068951374
x.npy,z.npy,17,2,0,1000000,203091,5000000,5100000,15,voronoi,lin,False,323,1.5501159709372587,False,323,1.0341203212738037,2.0371765344956176,0.9738570550850029
x.npy,z.npy,17,2,0,1000000,242446,5000000,5100000,15,uniform,lin,False,500,1.4702868937123135,False,367,2.1774890422821045,2.1401621305686374,0.9717106722857842
x.npy,z.npy,17,2,0,1000000,242446,5000000,5100000,15,voronoi,lin,False,367,1.4702868937123135,False,367,1.1177713871002197,1.923287265831132,0.9766978246904316
x.npy,z.npy,17,2,0,1000000,289426,5000000,5100000,15,uniform,lin,False,500,1.3945689163599364,False,400,2.224424123764038,2.0328550215754277,0.9742983921652912
x.npy,z.npy,17,2,0,1000000,289426,5000000,5100000,15,voronoi,lin,False,400,1.3945689163599364,False,400,1.2515480518341064,1.925066859477592,0.9767046786442898
x.npy,z.npy,17,2,0,1000000,345510,5000000,5100000,15,uniform,lin,False,500,1.3227503222632035,False,447,2.511489152908325,2.065866255793686,0.9733996666055977
x.npy,z.npy,17,2,0,1000000,345510,5000000,5100000,15,voronoi,lin,False,447,1.3227503222632035,False,447,1.2387022972106934,1.9782258406642528,0.9753340463039524
x.npy,z.npy,17,2,0,1000000,412462,5000000,5100000,15,uniform,lin,False,500,1.2546302979521033,False,504,2.844599485397339,2.2347154420858355,0.9685895412317913
x.npy,z.npy,17,2,0,1000000,412462,5000000,5100000,15,voronoi,lin,False,504,1.2546302979521033,False,504,1.3826463222503662,1.8716848256230583,0.9778796163054464
x.npy,z.npy,17,2,0,1000000,492388,5000000,5100000,15,uniform,lin,False,500,1.1900183716047998,False,558,3.1247527599334717,2.2129095678017716,0.9694989976265603
x.npy,z.npy,17,2,0,1000000,492388,5000000,5100000,15,voronoi,lin,False,558,1.1900183716047998,False,558,1.43217134475708,1.9138718506154262,0.9769279841672663
x.npy,z.npy,17,2,0,1000000,587801,5000000,5100000,15,uniform,lin,False,500,1.1287338804654021,False,622,3.6100895404815674,2.29201199479601,0.9670949844511839
x.npy,z.npy,17,2,0,1000000,587801,5000000,5100000,15,voronoi,lin,False,622,1.1287338804654021,False,622,1.6015396118164062,1.836944919022219,0.9787199279732586
x.npy,z.npy,17,2,0,1000000,701703,5000000,5100000,15,uniform,lin,False,500,1.070605465689052,False,693,4.062326669692993,2.310159106775862,0.9664043130550817
x.npy,z.npy,17,2,0,1000000,701703,5000000,5100000,15,voronoi,lin,False,693,1.070605465689052,False,693,1.7247121334075928,1.780737969233883,0.9799896979673277
x.npy,z.npy,17,2,0,1000000,837677,5000000,5100000,15,uniform,lin,False,500,1.0154705932018895,False,761,4.616736650466919,2.17852574788007,0.9703955802230644
x.npy,z.npy,17,2,0,1000000,837677,5000000,5100000,15,voronoi,lin,False,761,1.0154705932018895,False,761,2.012207508087158,1.7498905987891378,0.9806829501258797
x.npy,z.npy,17,2,0,1000000,1000000,5000000,5100000,15,uniform,lin,False,500,0.9631750992361312,False,836,5.538986921310425,1.9896384658657804,0.9752951306881924
x.npy,z.npy,17,2,0,1000000,1000000,5000000,5100000,15,voronoi,lin,False,836,0.9631750992361312,False,836,2.1661887168884277,1.8047756182616803,0.9794824907906576
