X,Y,tau,d,training_start,training_end,training_size,testing_start,testing_end,error_scale,mode,interpolation,kmeans,subset_size,epsilon,visualize_reconstruction,nonempty,time,rmse,pcc
x.npy,z.npy,17,3,0,1000000,1000,5000000,5100000,15,uniform,delaunay,False,500,7.57229176485005,False,41,2.943814516067505,3.9765606260805684,0.9126818498857117
x.npy,z.npy,17,3,0,1000000,1000,5000000,5100000,15,voronoi,delaunay,False,41,7.57229176485005,False,41,2.3292906284332275,4.570479090715023,0.8650630724411768
x.npy,z.npy,17,3,0,1000000,1193,5000000,5100000,15,uniform,delaunay,False,500,7.182327997364613,False,49,2.89461088180542,6.6515845729453495,0.7111996174224364
x.npy,z.npy,17,3,0,1000000,1193,5000000,5100000,15,voronoi,delaunay,False,49,7.182327997364613,False,49,2.3171963691711426,4.5061372673054105,0.8638598902926653
x.npy,z.npy,17,3,0,1000000,1425,5000000,5100000,15,uniform,delaunay,False,500,6.812446887108177,False,56,2.4433364868164062,5.074458552208158,0.8324403386859877
x.npy,z.npy,17,3,0,1000000,1425,5000000,5100000,15,voronoi,delaunay,False,56,6.812446887108177,False,56,2.4403138160705566,4.007916422664072,0.8957472264745137
x.npy,z.npy,17,3,0,1000000,1701,5000000,5100000,15,uniform,delaunay,False,500,6.461614201787876,False,55,2.8828611373901367,4.122664606293554,0.8922564739452962
x.npy,z.npy,17,3,0,1000000,1701,5000000,5100000,15,voronoi,delaunay,False,55,6.461614201787876,False,55,2.2745323181152344,4.296514708074572,0.8789216894849347
x.npy,z.npy,17,3,0,1000000,2030,5000000,5100000,15,uniform,delaunay,False,500,6.128848970809422,False,75,2.7370948791503906,4.547212224619492,0.8954609885953392
x.npy,z.npy,17,3,0,1000000,2030,5000000,5100000,15,voronoi,delaunay,False,75,6.128848970809422,False,75,2.2645316123962402,4.120287540647989,0.8911865022330675
x.npy,z.npy,17,3,0,1000000,2424,5000000,5100000,15,uniform,delaunay,False,500,5.813220742364712,False,80,2.838033676147461,4.4692317564190995,0.8691408509931793
x.npy,z.npy,17,3,0,1000000,2424,5000000,5100000,15,voronoi,delaunay,False,80,5.813220742364712,False,80,2.3338327407836914,4.119232144023373,0.8901673815782938
x.npy,z.npy,17,3,0,1000000,2894,5000000,5100000,15,uniform,delaunay,False,500,5.513846981776142,False,83,2.458954334259033,3.3101951693926184,0.9389004445336236
x.npy,z.npy,17,3,0,1000000,2894,5000000,5100000,15,voronoi,delaunay,False,83,5.513846981776142,False,83,2.2382140159606934,3.589619813400862,0.9160923340837628
x.npy,z.npy,17,3,0,1000000,3455,5000000,5100000,15,uniform,delaunay,False,500,5.22989060382295,False,94,2.887916088104248,4.27855090970749,0.885180834308452
x.npy,z.npy,17,3,0,1000000,3455,5000000,5100000,15,voronoi,delaunay,False,94,5.22989060382295,False,94,2.2353627681732178,3.3783258425394607,0.9260731057852111
x.npy,z.npy,17,3,0,1000000,4124,5000000,5100000,15,uniform,delaunay,False,500,4.960557632149761,False,102,2.444261312484741,3.4383689015708545,0.9240418309430902
x.npy,z.npy,17,3,0,1000000,4124,5000000,5100000,15,voronoi,delaunay,False,102,4.960557632149761,False,102,2.3571784496307373,3.4363325805489366,0.92392194779617
x.npy,z.npy,17,3,0,1000000,4923,5000000,5100000,15,uniform,delaunay,False,500,4.70509497921274,False,132,2.584604263305664,3.847888945348265,0.9055213126812438
x.npy,z.npy,17,3,0,1000000,4923,5000000,5100000,15,voronoi,delaunay,False,132,4.70509497921274,False,132,2.3052217960357666,2.969107154747268,0.9432963251244009
x.npy,z.npy,17,3,0,1000000,5878,5000000,5100000,15,uniform,delaunay,False,500,4.462788340555779,False,132,2.4197638034820557,3.2997200893015046,0.929656043095048
x.npy,z.npy,17,3,0,1000000,5878,5000000,5100000,15,voronoi,delaunay,False,132,4.462788340555779,False,132,2.3592939376831055,3.016244236343296,0.9427776997152082
x.npy,z.npy,17,3,0,1000000,7017,5000000,5100000,15,uniform,delaunay,False,500,4.232960197528901,False,147,3.872370481491089,3.7648063626518935,0.9140405904305933
x.npy,z.npy,17,3,0,1000000,7017,5000000,5100000,15,voronoi,delaunay,False,147,4.232960197528901,False,147,2.309837579727173,2.9806878595774653,0.9468721520446663
x.npy,z.npy,17,3,0,1000000,8376,5000000,5100000,15,uniform,delaunay,False,500,4.014967922864224,False,159,2.438288688659668,3.2893431281297114,0.9324795688933747
x.npy,z.npy,17,3,0,1000000,8376,5000000,5100000,15,voronoi,delaunay,False,159,4.014967922864224,False,159,2.256016969680786,2.8410667846837634,0.9487474108047574
x.npy,z.npy,17,3,0,1000000,10000,5000000,5100000,15,uniform,delaunay,False,500,3.8082019838124417,False,174,2.4921765327453613,4.042375733921429,0.8983238317961862
x.npy,z.npy,17,3,0,1000000,10000,5000000,5100000,15,voronoi,delaunay,False,174,3.8082019838124417,False,174,2.3305513858795166,2.6884443844995847,0.9549016443664327
x.npy,z.npy,17,3,0,1000000,11937,5000000,5100000,15,uniform,delaunay,False,500,3.612084237815579,False,189,2.5079703330993652,2.712438343023927,0.9532816783070233
x.npy,z.npy,17,3,0,1000000,11937,5000000,5100000,15,voronoi,delaunay,False,189,3.612084237815579,False,189,2.368079662322998,2.540429959930331,0.9588418238766457
x.npy,z.npy,17,3,0,1000000,14251,5000000,5100000,15,uniform,delaunay,False,500,3.4260663159505174,False,222,2.7738125324249268,3.145160165182627,0.9374108055759642
x.npy,z.npy,17,3,0,1000000,14251,5000000,5100000,15,voronoi,delaunay,False,222,3.4260663159505174,False,222,2.361340284347534,2.4232754134665555,0.9629109777248057
x.npy,z.npy,17,3,0,1000000,17012,5000000,5100000,15,uniform,delaunay,False,500,3.2496280896232106,False,228,2.6417598724365234,2.4571568038028158,0.9617293935059019
x.npy,z.npy,17,3,0,1000000,17012,5000000,5100000,15,voronoi,delaunay,False,228,3.2496280896232106,False,228,2.7476720809936523,2.3673712024642453,0.9647870678355915
x.npy,z.npy,17,3,0,1000000,20309,5000000,5100000,15,uniform,delaunay,False,500,3.0822762162262602,False,260,2.606492757797241,2.187428893791912,0.9703711989815273
x.npy,z.npy,17,3,0,1000000,20309,5000000,5100000,15,voronoi,delaunay,False,260,3.0822762162262602,False,260,2.5483977794647217,2.22070214739576,0.969411850641503
x.npy,z.npy,17,3,0,1000000,24244,5000000,5100000,15,uniform,delaunay,False,500,2.9235427596933485,False,296,2.480196952819824,3.512899230005695,0.9208028220151023
x.npy,z.npy,17,3,0,1000000,24244,5000000,5100000,15,voronoi,delaunay,False,296,2.9235427596933485,False,296,2.65592885017395,2.155783398714449,0.9707160599995412
x.npy,z.npy,17,3,0,1000000,28942,5000000,5100000,15,uniform,delaunay,False,500,2.7729838820934503,False,348,3.4794013500213623,3.803375227980969,0.9081485124914199
x.npy,z.npy,17,3,0,1000000,28942,5000000,5100000,15,voronoi,delaunay,False,348,2.7729838820934503,False,348,2.4312171936035156,2.1163273803712284,0.9716251910130063
x.npy,z.npy,17,3,0,1000000,34551,5000000,5100000,15,uniform,delaunay,False,500,2.6301786026063154,False,381,2.9460606575012207,3.787657128271193,0.9109205034675313
x.npy,z.npy,17,3,0,1000000,34551,5000000,5100000,15,voronoi,delaunay,False,381,2.6301786026063154,False,381,2.508179187774658,2.008412274446204,0.9745175920161477
x.npy,z.npy,17,3,0,1000000,41246,5000000,5100000,15,uniform,delaunay,False,500,2.4947276204092166,False,401,2.841083526611328,3.1593029282803746,0.9361851744657756
x.npy,z.npy,17,3,0,1000000,41246,5000000,5100000,15,voronoi,delaunay,False,401,2.4947276204092166,False,401,2.569824695587158,1.8849283967385082,0.9779282322957179
x.npy,z.npy,17,3,0,1000000,49238,5000000,5100000,15,uniform,delaunay,False,500,2.3662521981835885,False,447,3.0532262325286865,2.2038578329884673,0.9694120021771527
x.npy,z.npy,17,3,0,1000000,49238,5000000,5100000,15,voronoi,delaunay,False,447,2.3662521981835885,False,447,2.6273746490478516,2.003142481353976,0.9746510145921671
x.npy,z.npy,17,3,0,1000000,58780,5000000,5100000,15,uniform,delaunay,False,500,2.2443931031197004,False,499,2.9241371154785156,2.42321564373029,0.9626255757113129
x.npy,z.npy,17,3,0,1000000,58780,5000000,5100000,15,voronoi,delaunay,False,499,2.2443931031197004,False,499,2.6434569358825684,1.6955847248702682,0.9818772420040174
x.npy,z.npy,17,3,0,1000000,70170,5000000,5100000,15,uniform,delaunay,False,500,2.1288096024582965,False,549,3.1213104724884033,1.7780990315136453,0.9800345138070029
x.npy,z.npy,17,3,0,1000000,70170,5000000,5100000,15,voronoi,delaunay,False,549,2.1288096024582965,False,549,2.7009477615356445,1.7929125428125245,0.9800055492323627
x.npy,z.npy,17,3,0,1000000,83767,5000000,5100000,15,uniform,delaunay,False,500,2.0191785107606233,False,615,3.344409704208374,1.9891535488509626,0.975358431362453
