X,Y,timestep_multiple,tau,d,training_start,training_length,training_size,testing_start,testing_length,testing_size,error_scale,mode,interpolation,kmeans,subset_size,epsilon,visualize_reconstruction,nonempty,time,rmse,pcc
x.npy,z.npy,1,17,3,0,1000000,1000,5000000,100000,-1,15,voronoi,none,False,75,7.57229176485005,False,75,1.8665106296539307,5.232204803911119,0.8447680712636785
x.npy,z.npy,1,17,3,0,1000000,1193,5000000,100000,-1,15,voronoi,none,False,82,7.182327997364613,False,82,1.9006729125976562,5.376623127686663,0.8341497837986203
x.npy,z.npy,1,17,3,0,1000000,1425,5000000,100000,-1,15,voronoi,none,False,90,6.812446887108177,False,90,2.011725902557373,5.014216878248978,0.8581849298829063
x.npy,z.npy,1,17,3,0,1000000,1701,5000000,100000,-1,15,voronoi,none,False,99,6.461614201787876,False,99,1.9608006477355957,4.771862521258303,0.8613704189787915
x.npy,z.npy,1,17,3,0,1000000,2030,5000000,100000,-1,15,voronoi,none,False,109,6.128848970809422,False,109,2.1187031269073486,4.596851893435989,0.8765114437056879
x.npy,z.npy,1,17,3,0,1000000,2424,5000000,100000,-1,15,voronoi,none,False,119,5.813220742364712,False,119,2.002548933029175,4.4202695142096395,0.8901961900269236
x.npy,z.npy,1,17,3,0,1000000,2894,5000000,100000,-1,15,voronoi,none,False,131,5.513846981776142,False,131,2.1497952938079834,4.52204581846778,0.8803627307008358
x.npy,z.npy,1,17,3,0,1000000,3455,5000000,100000,-1,15,voronoi,none,False,143,5.22989060382295,False,143,2.18727445602417,4.196657599760886,0.8909598313902439
x.npy,z.npy,1,17,3,0,1000000,4124,5000000,100000,-1,15,voronoi,none,False,157,4.960557632149761,False,157,2.3042633533477783,4.050581762769666,0.9013911532714355
x.npy,z.npy,1,17,3,0,1000000,4923,5000000,100000,-1,15,voronoi,none,False,172,4.70509497921274,False,172,2.2156693935394287,3.6406374859252515,0.9169890868642042
x.npy,z.npy,1,17,3,0,1000000,5878,5000000,100000,-1,15,voronoi,none,False,189,4.462788340555779,False,189,2.597259521484375,3.535901975117039,0.9203048241386763
x.npy,z.npy,1,17,3,0,1000000,7017,5000000,100000,-1,15,voronoi,none,False,207,4.232960197528901,False,207,2.398721933364868,3.4355903960153467,0.9291681880754734
x.npy,z.npy,1,17,3,0,1000000,8376,5000000,100000,-1,15,voronoi,none,False,227,4.014967922864224,False,227,2.406989812850952,3.483056238807475,0.9274830086110815
x.npy,z.npy,1,17,3,0,1000000,10000,5000000,100000,-1,15,voronoi,none,False,248,3.8082019838124417,False,248,2.461984872817993,3.3087630534821124,0.9320750177568571
x.npy,z.npy,1,17,3,0,1000000,11937,5000000,100000,-1,15,voronoi,none,False,272,3.612084237815579,False,272,2.6035492420196533,3.0486154398132475,0.9436350886135131
x.npy,z.npy,1,17,3,0,1000000,14251,5000000,100000,-1,15,voronoi,none,False,299,3.4260663159505174,False,299,2.5824317932128906,3.064678052006368,0.9415859235590857
x.npy,z.npy,1,17,3,0,1000000,17012,5000000,100000,-1,15,voronoi,none,False,327,3.2496280896232106,False,327,2.695352554321289,2.91001379598846,0.9469084334426985
x.npy,z.npy,1,17,3,0,1000000,20309,5000000,100000,-1,15,voronoi,none,False,359,3.0822762162262602,False,359,2.927558660507202,2.7706466938317678,0.953244697189777
x.npy,z.npy,1,17,3,0,1000000,24244,5000000,100000,-1,15,voronoi,none,False,393,2.9235427596933485,False,393,2.923957586288452,2.6293199298545584,0.9571714133685946
x.npy,z.npy,1,17,3,0,1000000,28942,5000000,100000,-1,15,voronoi,none,False,431,2.7729838820934503,False,431,3.0925424098968506,2.4827647489092013,0.9612170774140778
x.npy,z.npy,1,17,3,0,1000000,34551,5000000,100000,-1,15,voronoi,none,False,473,2.6301786026063154,False,473,3.3308417797088623,2.438513867254427,0.9627132476219806
x.npy,z.npy,1,17,3,0,1000000,41246,5000000,100000,-1,15,voronoi,none,False,518,2.4947276204092166,False,518,3.411267042160034,2.381544987664387,0.9647056157982341
x.npy,z.npy,1,17,3,0,1000000,49238,5000000,100000,-1,15,voronoi,none,False,568,2.3662521981835885,False,568,3.4294161796569824,2.2311541730950744,0.9687647528303068
x.npy,z.npy,1,17,3,0,1000000,58780,5000000,100000,-1,15,voronoi,none,False,622,2.2443931031197004,False,622,3.6221330165863037,2.19924963537698,0.9697527701119935
x.npy,z.npy,1,17,3,0,1000000,70170,5000000,100000,-1,15,voronoi,none,False,682,2.1288096024582965,False,682,3.7429893016815186,2.0601761320760867,0.9734193487586044
x.npy,z.npy,1,17,3,0,1000000,83767,5000000,100000,-1,15,voronoi,none,False,748,2.0191785107606233,False,748,4.129227638244629,1.9964065026174471,0.9753080053058752
