100,1000,2.0,2.0,5,lin,0.007745981216430664,9.563016767252476
1000,1000,2.0,2.0,5,lin,0.014113664627075195,7.99766126816401
10000,1000,2.0,2.0,5,lin,0.07803726196289062,5.900873774106661
99000,1000,2.0,2.0,5,lin,0.4875912666320801,4.976239183785239
200,1000,2.0,2.0,5,lin,0.006807804107666016,10.266786624809708
2000,1000,2.0,2.0,5,lin,0.021866798400878906,7.641854388152661
20000,1000,2.0,2.0,5,lin,0.1368868350982666,5.8348700267446105
199000,1000,2.0,2.0,5,lin,0.873159646987915,4.64574056886894
300,1000,2.0,2.0,5,lin,0.007626771926879883,9.639197410493255
3000,1000,2.0,2.0,5,lin,0.02933812141418457,6.8930396789100925
30000,1000,2.0,2.0,5,lin,0.18363142013549805,5.202693911801565
299000,1000,2.0,2.0,5,lin,1.2166516780853271,4.4271994321522055
400,1000,2.0,2.0,5,lin,0.00874948501586914,10.460005794708215
4000,1000,2.0,2.0,5,lin,0.0359187126159668,6.913426520549244
40000,1000,2.0,2.0,5,lin,0.2370891571044922,5.494272786463122
399000,1000,2.0,2.0,5,lin,1.6107146739959717,4.721189755136087
500,1000,2.0,2.0,5,lin,0.009581565856933594,8.361152291564403
5000,1000,2.0,2.0,5,lin,0.043543338775634766,6.991497513199832
50000,1000,2.0,2.0,5,lin,0.28288817405700684,4.813219567523642
499000,1000,2.0,2.0,5,lin,1.8959903717041016,4.417494688275982
600,1000,2.0,2.0,5,lin,0.010341405868530273,7.964310396730397
6000,1000,2.0,2.0,5,lin,0.05172467231750488,6.055862489790437
60000,1000,2.0,2.0,5,lin,0.31625890731811523,4.968906336794491
599000,1000,2.0,2.0,5,lin,2.2216970920562744,4.243492050492074
700,1000,2.0,2.0,5,lin,0.01134490966796875,8.812187073532124
7000,1000,2.0,2.0,5,lin,0.05815243721008301,5.998052161596215
70000,1000,2.0,2.0,5,lin,0.3720889091491699,5.33375831972912
699000,1000,2.0,2.0,5,lin,2.5298454761505127,4.382866623101258
800,1000,2.0,2.0,5,lin,0.011909723281860352,7.711929932831349
8000,1000,2.0,2.0,5,lin,0.06264066696166992,5.873469670005912
80000,1000,2.0,2.0,5,lin,0.4129931926727295,5.218637693922055
799000,1000,2.0,2.0,5,lin,2.8562397956848145,4.308818446125896
900,1000,2.0,2.0,5,lin,0.013347387313842773,8.303245762335347
9000,1000,2.0,2.0,5,lin,0.07141637802124023,6.085858139882158
90000,1000,2.0,2.0,5,lin,0.45905303955078125,4.94344409886155
899000,1000,2.0,2.0,5,lin,3.161238670349121,4.3927927480464355
1000,1000,2.0,2.0,5,lin,0.013763666152954102,9.163852221041726
10000,1000,2.0,2.0,5,lin,0.07808184623718262,6.356586084058576
100000,1000,2.0,2.0,5,lin,0.4934854507446289,4.828569912435263
999000,1000,2.0,2.0,5,lin,3.458068370819092,3.9602880637219404
