200,1000,2.0,2.0,2,lin,0.00770115852355957,12.350403018901794,3.580240327972629e-27,0.45702093019712015
2000,1000,2.0,2.0,2,lin,0.009279727935791016,6.319243027608596,3.2114590067758855e-100,0.7723656161558644
19000,1000,2.0,2.0,2,lin,0.027933597564697266,4.7077020492860795,5.793451013435937e-155,0.8698848100884329
199000,1000,2.0,2.0,2,lin,0.18947505950927734,4.006844509068919,1.9100194070487596e-194,0.9116398819733742
400,1000,2.0,2.0,2,lin,0.0068912506103515625,9.334556208299343,4.483378960134057e-65,0.6647906085306926
4000,1000,2.0,2.0,2,lin,0.011492490768432617,5.663406486885514,7.801556919060293e-126,0.8255622766417012
39000,1000,2.0,2.0,2,lin,0.04450106620788574,4.50073883606383,4.043184097402249e-160,0.8763682625399761
399000,1000,2.0,2.0,2,lin,0.3752150535583496,3.7692295747617397,5.675380516369974e-196,0.9129374533671206
600,1000,2.0,2.0,2,lin,0.007248878479003906,9.014431584778054,1.2249587740609146e-53,0.6163450566071685
6000,1000,2.0,2.0,2,lin,0.013640880584716797,5.1497663257432915,6.6313641314625595e-143,0.8532406069738311
59000,1000,2.0,2.0,2,lin,0.06223440170288086,4.194177200640803,3.049349393873286e-181,0.8995345466203584
599000,1000,2.0,2.0,2,lin,0.5610949993133545,4.094827900184792,3.308940234034813e-182,0.9004755211722468
800,1000,2.0,2.0,2,lin,0.00755763053894043,8.426727461165248,3.99115593857036e-72,0.6907172685262115
8000,1000,2.0,2.0,2,lin,0.015737533569335938,5.224230773746428,9.638832397353153e-137,0.843850147649844
79000,1000,2.0,2.0,2,lin,0.0799555778503418,4.250273194892428,1.2777083553587788e-177,0.8959157540971944
799000,1000,2.0,2.0,2,lin,0.7542061805725098,3.7585374414239903,1.2294906333181139e-206,0.9214604469117906
1000,1000,2.0,2.0,2,lin,0.007832527160644531,7.120659039551495,1.851800683148508e-99,0.7705217303079448
10000,1000,2.0,2.0,2,lin,0.01783919334411621,4.85325017515787,4.1220341977519104e-152,0.8661417117867131
99000,1000,2.0,2.0,2,lin,0.09759259223937988,4.1983548270297915,2.2411863240398534e-179,0.8976869904573977
999000,1000,2.0,2.0,2,lin,0.9523775577545166,4.0028653364431745,9.243044157485103e-190,0.9075307472979026
1200,1000,2.0,2.0,2,lin,0.008241891860961914,6.633211896233773,1.4344385458374794e-101,0.7755948842294775
12000,1000,2.0,2.0,2,lin,0.019422531127929688,4.353059791600597,2.19165657586966e-171,0.8893594808645142
119000,1000,2.0,2.0,2,lin,0.11479377746582031,3.93739565574515,5.06075889131401e-195,0.9121323941034947
1199000,1000,2.0,2.0,2,lin,1.0951271057128906,4.054824745693509,2.453575996841699e-184,0.9025205665690769
1400,1000,2.0,2.0,2,lin,0.008581161499023438,6.461987938835136,7.993823518367279e-95,0.7589043406016533
14000,1000,2.0,2.0,2,lin,0.021125316619873047,4.41262118005,1.402595407483084e-162,0.8793380512946156
139000,1000,2.0,2.0,2,lin,0.13246679306030273,4.107780066546955,1.0837694904295755e-182,0.9009449163878032
1399000,1000,2.0,2.0,2,lin,1.2707340717315674,3.6034897243460704,5.223400871573097e-212,0.9254189142551753
1600,1000,2.0,2.0,2,lin,0.00885915756225586,7.054216249884479,8.462513521031605e-100,0.7713480324795937
16000,1000,2.0,2.0,2,lin,0.023114919662475586,4.707138706404558,1.234182441126853e-153,0.8681556732463535
159000,1000,2.0,2.0,2,lin,0.1477963924407959,4.0697474136559215,1.4660446888711824e-183,0.9017803364708137
1599000,1000,2.0,2.0,2,lin,1.4498038291931152,3.956403041742721,1.6275543435810071e-193,0.9108392678829665
1800,1000,2.0,2.0,2,lin,0.00901341438293457,7.128898275311606,3.4051145893774254e-82,0.723528115764396
18000,1000,2.0,2.0,2,lin,0.025156259536743164,4.83742507351526,3.157366258159343e-151,0.864957780462153
179000,1000,2.0,2.0,2,lin,0.16306710243225098,4.108258292320616,8.539236212004841e-181,0.8990950610661216
1799000,1000,2.0,2.0,2,lin,1.6523196697235107,3.7703302146976276,2.3950884708539537e-200,0.916545275031293
2000,1000,2.0,2.0,2,lin,0.009295940399169922,6.298752687406586,1.6780911242040976e-105,0.7847017003358523
20000,1000,2.0,2.0,2,lin,0.027028322219848633,4.726146280536454,2.9491362093651005e-156,0.8715446415818793
199000,1000,2.0,2.0,2,lin,0.18061518669128418,3.9626744670142906,9.691090180322845e-197,0.9135821556455759
1999000,1000,2.0,2.0,2,lin,1.8153002262115479,4.125897441166736,6.190670513720121e-186,0.904025799930982
