X,Y,timestep_multiple,tau,d,training_start,training_length,training_size,testing_start,testing_length,testing_size,error_scale,mode,interpolation,kmeans,subset_size,epsilon,visualize_reconstruction,save_bincounts,nonempty,time,rmse,pcc
anode_cathode.npy,cathode_pearson.npy,1,150,20,0,100000,630,110000,10000,-1,0.25,voronoi,none,False,50,3.5,False,False,50,0.15898513793945312,0.0929566046512184,0.9545600477538028
anode_cathode.npy,cathode_pearson.npy,1,150,20,0,100000,630,110000,10000,-1,0.25,voronoi,none,False,50,3.5,False,False,50,0.11606955528259277,0.10029016784306077,0.946442206690179
anode_cathode.npy,cathode_pearson.npy,1,150,20,0,100000,630,110000,10000,-1,0.25,voronoi,none,False,50,3.5,False,False,50,0.1058511734008789,0.08643313005297533,0.9640879428060511
anode_cathode.npy,cathode_pearson.npy,1,150,20,0,100000,630,110000,10000,-1,0.25,voronoi,none,False,50,3.5,False,False,50,0.10804462432861328,0.10127453189555984,0.9445479625431639
anode_cathode.npy,cathode_pearson.npy,1,150,20,0,100000,630,110000,10000,-1,0.25,voronoi,none,False,50,3.5,False,False,50,0.1021578311920166,0.1012048817229663,0.9498818355645893
anode_cathode.npy,cathode_pearson.npy,1,150,20,0,100000,630,110000,10000,-1,0.25,voronoi,none,False,50,3.5,False,False,50,0.09976935386657715,0.09942207566402117,0.9452785459150778
anode_cathode.npy,cathode_pearson.npy,1,150,20,0,100000,630,110000,10000,-1,0.25,voronoi,none,False,50,3.5,False,False,50,0.09739851951599121,0.08117283045103528,0.9643972394847493
anode_cathode.npy,cathode_pearson.npy,1,150,20,0,100000,630,110000,10000,-1,0.25,voronoi,none,False,50,3.5,False,False,50,0.09546661376953125,0.10112255695829743,0.9434859272283157
anode_cathode.npy,cathode_pearson.npy,1,150,20,0,100000,630,110000,10000,-1,0.25,voronoi,none,False,50,3.5,False,False,50,0.10486245155334473,0.09565909454017724,0.9501291599481593
anode_cathode.npy,cathode_pearson.npy,1,150,20,0,100000,630,110000,10000,-1,0.25,voronoi,none,False,50,3.5,False,False,50,0.09615659713745117,0.11847487273505232,0.9226364987782321
anode_cathode.npy,cathode_pearson.npy,1,150,20,0,100000,1107,110000,10000,-1,0.25,voronoi,none,False,50,3.5,False,False,50,0.10164976119995117,0.08237699659860591,0.9629906773263877
anode_cathode.npy,cathode_pearson.npy,1,150,20,0,100000,1107,110000,10000,-1,0.25,voronoi,none,False,50,3.5,False,False,50,0.10599327087402344,0.08329717916312426,0.9641068344110432
anode_cathode.npy,cathode_pearson.npy,1,150,20,0,100000,1107,110000,10000,-1,0.25,voronoi,none,False,50,3.5,False,False,50,0.11692523956298828,0.0837870648164848,0.9621000368687467
anode_cathode.npy,cathode_pearson.npy,1,150,20,0,100000,1107,110000,10000,-1,0.25,voronoi,none,False,50,3.5,False,False,50,0.12302422523498535,0.08760592301541154,0.9599439526457116
anode_cathode.npy,cathode_pearson.npy,1,150,20,0,100000,1107,110000,10000,-1,0.25,voronoi,none,False,50,3.5,False,False,50,0.11455059051513672,0.08237429307046355,0.9638582192300327
anode_cathode.npy,cathode_pearson.npy,1,150,20,0,100000,1107,110000,10000,-1,0.25,voronoi,none,False,50,3.5,False,False,50,0.11437630653381348,0.08489944124115734,0.9608085276624798
anode_cathode.npy,cathode_pearson.npy,1,150,20,0,100000,1107,110000,10000,-1,0.25,voronoi,none,False,50,3.5,False,False,50,0.10467243194580078,0.08903213412166268,0.9564341939385309
anode_cathode.npy,cathode_pearson.npy,1,150,20,0,100000,1107,110000,10000,-1,0.25,voronoi,none,False,50,3.5,False,False,50,0.10565328598022461,0.08529305956117822,0.9598936684926671
anode_cathode.npy,cathode_pearson.npy,1,150,20,0,100000,1107,110000,10000,-1,0.25,voronoi,none,False,50,3.5,False,False,50,0.10637807846069336,0.07951648263537656,0.9659237167503905
anode_cathode.npy,cathode_pearson.npy,1,150,20,0,100000,1107,110000,10000,-1,0.25,voronoi,none,False,50,3.5,False,False,50,0.10850024223327637,0.07681385844082264,0.967699379823498
anode_cathode.npy,cathode_pearson.npy,1,150,20,0,100000,1944,110000,10000,-1,0.25,voronoi,none,False,50,3.5,False,False,50,0.11191225051879883,0.07370591592323769,0.9707510213767379
anode_cathode.npy,cathode_pearson.npy,1,150,20,0,100000,1944,110000,10000,-1,0.25,voronoi,none,False,50,3.5,False,False,50,0.10510373115539551,0.07710995287593152,0.9674452148498072
anode_cathode.npy,cathode_pearson.npy,1,150,20,0,100000,1944,110000,10000,-1,0.25,voronoi,none,False,50,3.5,False,False,50,0.10467195510864258,0.07950072788777152,0.9652242553924787
anode_cathode.npy,cathode_pearson.npy,1,150,20,0,100000,1944,110000,10000,-1,0.25,voronoi,none,False,50,3.5,False,False,50,0.10341262817382812,0.07335078365112611,0.9705392781620004
anode_cathode.npy,cathode_pearson.npy,1,150,20,0,100000,1944,110000,10000,-1,0.25,voronoi,none,False,50,3.5,False,False,50,0.10822105407714844,0.07594360140562857,0.9683782890152052
anode_cathode.npy,cathode_pearson.npy,1,150,20,0,100000,1944,110000,10000,-1,0.25,voronoi,none,False,50,3.5,False,False,50,0.10231924057006836,0.08030672363862242,0.9654152194973982
anode_cathode.npy,cathode_pearson.npy,1,150,20,0,100000,1944,110000,10000,-1,0.25,voronoi,none,False,50,3.5,False,False,50,0.09985923767089844,0.08813214493772832,0.9577183324654324
anode_cathode.npy,cathode_pearson.npy,1,150,20,0,100000,1944,110000,10000,-1,0.25,voronoi,none,False,50,3.5,False,False,50,0.1035008430480957,0.07283618560729892,0.9713221563788615
anode_cathode.npy,cathode_pearson.npy,1,150,20,0,100000,1944,110000,10000,-1,0.25,voronoi,none,False,50,3.5,False,False,50,0.12547993659973145,0.0746578031763495,0.9694193719343226
anode_cathode.npy,cathode_pearson.npy,1,150,20,0,100000,1944,110000,10000,-1,0.25,voronoi,none,False,50,3.5,False,False,50,0.10303354263305664,0.07335621387015637,0.9706088367663566
anode_cathode.npy,cathode_pearson.npy,1,150,20,0,100000,3414,110000,10000,-1,0.25,voronoi,none,False,50,3.5,False,False,50,0.11201906204223633,0.06859572042286494,0.9742419395542332
anode_cathode.npy,cathode_pearson.npy,1,150,20,0,100000,3414,110000,10000,-1,0.25,voronoi,none,False,50,3.5,False,False,50,0.11488127708435059,0.0696319084315466,0.9734342929446425
anode_cathode.npy,cathode_pearson.npy,1,150,20,0,100000,3414,110000,10000,-1,0.25,voronoi,none,False,50,3.5,False,False,50,0.10670614242553711,0.06770269429105744,0.9754425753798504
anode_cathode.npy,cathode_pearson.npy,1,150,20,0,100000,3414,110000,10000,-1,0.25,voronoi,none,False,50,3.5,False,False,50,0.11191725730895996,0.07039032857735346,0.9728747814250276
anode_cathode.npy,cathode_pearson.npy,1,150,20,0,100000,3414,110000,10000,-1,0.25,voronoi,none,False,50,3.5,False,False,50,0.11424589157104492,0.07439385285452911,0.9698934574714237
anode_cathode.npy,cathode_pearson.npy,1,150,20,0,100000,3414,110000,10000,-1,0.25,voronoi,none,False,50,3.5,False,False,50,0.11671328544616699,0.07167261766406549,0.9719173328811057
anode_cathode.npy,cathode_pearson.npy,1,150,20,0,100000,3414,110000,10000,-1,0.25,voronoi,none,False,50,3.5,False,False,50,0.11310529708862305,0.07073916401316725,0.9729644652375132
anode_cathode.npy,cathode_pearson.npy,1,150,20,0,100000,3414,110000,10000,-1,0.25,voronoi,none,False,50,3.5,False,False,50,0.11454200744628906,0.0665664635346685,0.9759775772626472
anode_cathode.npy,cathode_pearson.npy,1,150,20,0,100000,3414,110000,10000,-1,0.25,voronoi,none,False,50,3.5,False,False,50,0.10912466049194336,0.06923956870693926,0.9753964724402058
anode_cathode.npy,cathode_pearson.npy,1,150,20,0,100000,3414,110000,10000,-1,0.25,voronoi,none,False,50,3.5,False,False,50,0.11047196388244629,0.0754187627339267,0.9688917426183182
anode_cathode.npy,cathode_pearson.npy,1,150,20,0,100000,5994,110000,10000,-1,0.25,voronoi,none,False,50,3.5,False,False,50,0.1209559440612793,0.06383060722104776,0.9779355822427747
anode_cathode.npy,cathode_pearson.npy,1,150,20,0,100000,5994,110000,10000,-1,0.25,voronoi,none,False,50,3.5,False,False,50,0.11680841445922852,0.06732053643636203,0.9754423729205337
anode_cathode.npy,cathode_pearson.npy,1,150,20,0,100000,5994,110000,10000,-1,0.25,voronoi,none,False,50,3.5,False,False,50,0.12670135498046875,0.06304255585380751,0.9784019745960069
anode_cathode.npy,cathode_pearson.npy,1,150,20,0,100000,5994,110000,10000,-1,0.25,voronoi,none,False,50,3.5,False,False,50,0.11795830726623535,0.07069507667646065,0.9733287576535917
anode_cathode.npy,cathode_pearson.npy,1,150,20,0,100000,5994,110000,10000,-1,0.25,voronoi,none,False,50,3.5,False,False,50,0.11796283721923828,0.0714379876234248,0.9722919655526817
anode_cathode.npy,cathode_pearson.npy,1,150,20,0,100000,5994,110000,10000,-1,0.25,voronoi,none,False,50,3.5,False,False,50,0.11324596405029297,0.07045143062798202,0.9731746913662727
anode_cathode.npy,cathode_pearson.npy,1,150,20,0,100000,5994,110000,10000,-1,0.25,voronoi,none,False,50,3.5,False,False,50,0.13295531272888184,0.0681820016429561,0.9753507495857703
anode_cathode.npy,cathode_pearson.npy,1,150,20,0,100000,5994,110000,10000,-1,0.25,voronoi,none,False,50,3.5,False,False,50,0.12424731254577637,0.0659548100675652,0.9763663059403652
anode_cathode.npy,cathode_pearson.npy,1,150,20,0,100000,5994,110000,10000,-1,0.25,voronoi,none,False,50,3.5,False,False,50,0.1294867992401123,0.0682538757112838,0.9745929073030408
anode_cathode.npy,cathode_pearson.npy,1,150,20,0,100000,5994,110000,10000,-1,0.25,voronoi,none,False,50,3.5,False,False,50,0.13309645652770996,0.06532393943852915,0.9770099689958991
anode_cathode.npy,cathode_pearson.npy,1,150,20,0,100000,10525,110000,10000,-1,0.25,voronoi,none,False,50,3.5,False,False,50,0.14379358291625977,0.06669402271818035,0.9760002050497103
anode_cathode.npy,cathode_pearson.npy,1,150,20,0,100000,10525,110000,10000,-1,0.25,voronoi,none,False,50,3.5,False,False,50,0.13362812995910645,0.06401368139481795,0.9777137005352288
anode_cathode.npy,cathode_pearson.npy,1,150,20,0,100000,10525,110000,10000,-1,0.25,voronoi,none,False,50,3.5,False,False,50,0.11950469017028809,0.06907105664927153,0.9742973242380051
anode_cathode.npy,cathode_pearson.npy,1,150,20,0,100000,10525,110000,10000,-1,0.25,voronoi,none,False,50,3.5,False,False,50,0.1449263095855713,0.06901127455248475,0.9744750226209786
anode_cathode.npy,cathode_pearson.npy,1,150,20,0,100000,10525,110000,10000,-1,0.25,voronoi,none,False,50,3.5,False,False,50,0.1335759162902832,0.06334652562057264,0.9780640033349242
anode_cathode.npy,cathode_pearson.npy,1,150,20,0,100000,10525,110000,10000,-1,0.25,voronoi,none,False,50,3.5,False,False,50,0.13293242454528809,0.06539470274469614,0.9768523432182366
anode_cathode.npy,cathode_pearson.npy,1,150,20,0,100000,10525,110000,10000,-1,0.25,voronoi,none,False,50,3.5,False,False,50,0.138808012008667,0.06712460445256943,0.9762201757006775
anode_cathode.npy,cathode_pearson.npy,1,150,20,0,100000,10525,110000,10000,-1,0.25,voronoi,none,False,50,3.5,False,False,50,0.14197969436645508,0.06800497169180904,0.9749389983448753
anode_cathode.npy,cathode_pearson.npy,1,150,20,0,100000,10525,110000,10000,-1,0.25,voronoi,none,False,50,3.5,False,False,50,0.13184881210327148,0.06632392813012239,0.976119255184414
anode_cathode.npy,cathode_pearson.npy,1,150,20,0,100000,10525,110000,10000,-1,0.25,voronoi,none,False,50,3.5,False,False,50,0.1301724910736084,0.06799972284910451,0.9750221019733761
anode_cathode.npy,cathode_pearson.npy,1,150,20,0,100000,18478,110000,10000,-1,0.25,voronoi,none,False,50,3.5,False,False,50,0.15241527557373047,0.06433582111443303,0.9774830663211621
anode_cathode.npy,cathode_pearson.npy,1,150,20,0,100000,18478,110000,10000,-1,0.25,voronoi,none,False,50,3.5,False,False,50,0.1395573616027832,0.07166772780677125,0.9718520925115673
anode_cathode.npy,cathode_pearson.npy,1,150,20,0,100000,18478,110000,10000,-1,0.25,voronoi,none,False,50,3.5,False,False,50,0.14409494400024414,0.06575650016465717,0.9765980958410362
anode_cathode.npy,cathode_pearson.npy,1,150,20,0,100000,18478,110000,10000,-1,0.25,voronoi,none,False,50,3.5,False,False,50,0.13806390762329102,0.07025165658453748,0.9731138970883029
anode_cathode.npy,cathode_pearson.npy,1,150,20,0,100000,18478,110000,10000,-1,0.25,voronoi,none,False,50,3.5,False,False,50,0.1438591480255127,0.06384185524370485,0.9778807829003361
anode_cathode.npy,cathode_pearson.npy,1,150,20,0,100000,18478,110000,10000,-1,0.25,voronoi,none,False,50,3.5,False,False,50,0.1388225555419922,0.06784565372302392,0.975101865844628
anode_cathode.npy,cathode_pearson.npy,1,150,20,0,100000,18478,110000,10000,-1,0.25,voronoi,none,False,50,3.5,False,False,50,0.1439216136932373,0.06655194743269928,0.9761464900292977
anode_cathode.npy,cathode_pearson.npy,1,150,20,0,100000,18478,110000,10000,-1,0.25,voronoi,none,False,50,3.5,False,False,50,0.14256882667541504,0.06675084797362524,0.9760738806768284
anode_cathode.npy,cathode_pearson.npy,1,150,20,0,100000,18478,110000,10000,-1,0.25,voronoi,none,False,50,3.5,False,False,50,0.1376490592956543,0.06389764902803097,0.9781271570871355
anode_cathode.npy,cathode_pearson.npy,1,150,20,0,100000,18478,110000,10000,-1,0.25,voronoi,none,False,50,3.5,False,False,50,0.14064621925354004,0.06743861385340104,0.975210839605805
anode_cathode.npy,cathode_pearson.npy,1,150,20,0,100000,32442,110000,10000,-1,0.25,voronoi,none,False,50,3.5,False,False,50,0.17833638191223145,0.06609949171237241,0.9761252770178699
anode_cathode.npy,cathode_pearson.npy,1,150,20,0,100000,32442,110000,10000,-1,0.25,voronoi,none,False,50,3.5,False,False,50,0.1716930866241455,0.06738929916235895,0.9752320536502406
anode_cathode.npy,cathode_pearson.npy,1,150,20,0,100000,32442,110000,10000,-1,0.25,voronoi,none,False,50,3.5,False,False,50,0.18102025985717773,0.06535077377258998,0.9766958035155318
anode_cathode.npy,cathode_pearson.npy,1,150,20,0,100000,32442,110000,10000,-1,0.25,voronoi,none,False,50,3.5,False,False,50,0.16108131408691406,0.06358234278966654,0.9783407170821491
anode_cathode.npy,cathode_pearson.npy,1,150,20,0,100000,32442,110000,10000,-1,0.25,voronoi,none,False,50,3.5,False,False,50,0.14661550521850586,0.06653995176228024,0.9760022046022581
anode_cathode.npy,cathode_pearson.npy,1,150,20,0,100000,32442,110000,10000,-1,0.25,voronoi,none,False,50,3.5,False,False,50,0.16790533065795898,0.06396407343953625,0.9779372209203313
anode_cathode.npy,cathode_pearson.npy,1,150,20,0,100000,32442,110000,10000,-1,0.25,voronoi,none,False,50,3.5,False,False,50,0.14975285530090332,0.06203729534048693,0.9793484913339402
anode_cathode.npy,cathode_pearson.npy,1,150,20,0,100000,32442,110000,10000,-1,0.25,voronoi,none,False,50,3.5,False,False,50,0.15198707580566406,0.06293345119375816,0.9784341235659885
anode_cathode.npy,cathode_pearson.npy,1,150,20,0,100000,32442,110000,10000,-1,0.25,voronoi,none,False,50,3.5,False,False,50,0.15239429473876953,0.07061284168235162,0.9729562846621813
anode_cathode.npy,cathode_pearson.npy,1,150,20,0,100000,32442,110000,10000,-1,0.25,voronoi,none,False,50,3.5,False,False,50,0.14966201782226562,0.06521999689441126,0.9768433330062066
anode_cathode.npy,cathode_pearson.npy,1,150,20,0,100000,56958,110000,10000,-1,0.25,voronoi,none,False,50,3.5,False,False,50,0.20517539978027344,0.06535420530144263,0.976908821090791
anode_cathode.npy,cathode_pearson.npy,1,150,20,0,100000,56958,110000,10000,-1,0.25,voronoi,none,False,50,3.5,False,False,50,0.19831585884094238,0.062259076906538195,0.9795013606371256
anode_cathode.npy,cathode_pearson.npy,1,150,20,0,100000,56958,110000,10000,-1,0.25,voronoi,none,False,50,3.5,False,False,50,0.1997966766357422,0.06582150988044791,0.9767229074025296
anode_cathode.npy,cathode_pearson.npy,1,150,20,0,100000,56958,110000,10000,-1,0.25,voronoi,none,False,50,3.5,False,False,50,0.17519664764404297,0.0676939671599768,0.9751612276473032
anode_cathode.npy,cathode_pearson.npy,1,150,20,0,100000,56958,110000,10000,-1,0.25,voronoi,none,False,50,3.5,False,False,50,0.19061589241027832,0.06778467643753439,0.9752299954324789
anode_cathode.npy,cathode_pearson.npy,1,150,20,0,100000,56958,110000,10000,-1,0.25,voronoi,none,False,50,3.5,False,False,50,0.1861567497253418,0.06432798718813407,0.977624419143371
anode_cathode.npy,cathode_pearson.npy,1,150,20,0,100000,56958,110000,10000,-1,0.25,voronoi,none,False,50,3.5,False,False,50,0.18666863441467285,0.06689650814464866,0.9757684125097907
anode_cathode.npy,cathode_pearson.npy,1,150,20,0,100000,56958,110000,10000,-1,0.25,voronoi,none,False,50,3.5,False,False,50,0.18867158889770508,0.06625177783134112,0.9762617378439739
anode_cathode.npy,cathode_pearson.npy,1,150,20,0,100000,56958,110000,10000,-1,0.25,voronoi,none,False,50,3.5,False,False,50,0.20076298713684082,0.0642488150145676,0.9776032015561723
anode_cathode.npy,cathode_pearson.npy,1,150,20,0,100000,56958,110000,10000,-1,0.25,voronoi,none,False,50,3.5,False,False,50,0.20256876945495605,0.06310932969367689,0.9783551447271941
anode_cathode.npy,cathode_pearson.npy,1,150,20,0,100000,100000,110000,10000,-1,0.25,voronoi,none,False,50,3.5,False,False,50,0.2675325870513916,0.06740507979140567,0.9751810967663879
anode_cathode.npy,cathode_pearson.npy,1,150,20,0,100000,100000,110000,10000,-1,0.25,voronoi,none,False,50,3.5,False,False,50,0.26256394386291504,0.06573045445850614,0.9764719535876858
anode_cathode.npy,cathode_pearson.npy,1,150,20,0,100000,100000,110000,10000,-1,0.25,voronoi,none,False,50,3.5,False,False,50,0.2603299617767334,0.06254438236716639,0.9790097959941664
anode_cathode.npy,cathode_pearson.npy,1,150,20,0,100000,100000,110000,10000,-1,0.25,voronoi,none,False,50,3.5,False,False,50,0.2735297679901123,0.0646184974418313,0.977300490200965
anode_cathode.npy,cathode_pearson.npy,1,150,20,0,100000,100000,110000,10000,-1,0.25,voronoi,none,False,50,3.5,False,False,50,0.26614999771118164,0.06196646266727754,0.9797662101627304
anode_cathode.npy,cathode_pearson.npy,1,150,20,0,100000,100000,110000,10000,-1,0.25,voronoi,none,False,50,3.5,False,False,50,0.29856109619140625,0.06281018867386794,0.9787661299389823
anode_cathode.npy,cathode_pearson.npy,1,150,20,0,100000,100000,110000,10000,-1,0.25,voronoi,none,False,50,3.5,False,False,50,0.29268717765808105,0.0635730976957743,0.9780331411857222
anode_cathode.npy,cathode_pearson.npy,1,150,20,0,100000,100000,110000,10000,-1,0.25,voronoi,none,False,50,3.5,False,False,50,0.2933781147003174,0.06204571577882944,0.9792565927001813
anode_cathode.npy,cathode_pearson.npy,1,150,20,0,100000,100000,110000,10000,-1,0.25,voronoi,none,False,50,3.5,False,False,50,0.25168371200561523,0.0669274050046411,0.9758670280351804
anode_cathode.npy,cathode_pearson.npy,1,150,20,0,100000,100000,110000,10000,-1,0.25,voronoi,none,False,50,3.5,False,False,50,0.2633051872253418,0.0745516428110447,0.969554844094072
anode_cathode.npy,cathode_pearson.npy,1,150,20,0,100000,630,110000,10000,-1,0.25,voronoi,none,False,100,3.5,False,False,100,0.09131264686584473,0.11878698848894166,0.9262357635186242
anode_cathode.npy,cathode_pearson.npy,1,150,20,0,100000,630,110000,10000,-1,0.25,voronoi,none,False,100,3.5,False,False,100,0.09211850166320801,0.10170897692974319,0.9438124872400389
anode_cathode.npy,cathode_pearson.npy,1,150,20,0,100000,630,110000,10000,-1,0.25,voronoi,none,False,100,3.5,False,False,100,0.09779858589172363,0.099888868519618,0.949233000250969
anode_cathode.npy,cathode_pearson.npy,1,150,20,0,100000,630,110000,10000,-1,0.25,voronoi,none,False,100,3.5,False,False,100,0.10742950439453125,0.11865945615811756,0.9333450397717311
