X,Y,timestep_multiple,tau,d,training_start,training_length,training_size,testing_start,testing_length,testing_size,error_scale,mode,interpolation,kmeans,subset_size,epsilon,visualize_reconstruction,save_bincounts,nonempty,time,rmse,pcc
x.npy,z.npy,1,17,3,0,100000,630,110000,10000,-1,15,voronoi,none,False,50,3.5,False,False,50,5.31943941116333,5.784031506232321,0.7929446057222237
x.npy,z.npy,1,17,3,0,100000,630,110000,10000,-1,15,voronoi,none,False,50,3.5,False,False,50,1.1889851093292236,6.472098285915865,0.7523346023506376
x.npy,z.npy,1,17,3,0,100000,630,110000,10000,-1,15,voronoi,none,False,50,3.5,False,False,50,0.11868476867675781,6.134559942474077,0.7459704021328432
x.npy,z.npy,1,17,3,0,100000,630,110000,10000,-1,15,voronoi,none,False,50,3.5,False,False,50,0.1165781021118164,6.353031339027058,0.7369067262065936
x.npy,z.npy,1,17,3,0,100000,630,110000,10000,-1,15,voronoi,none,False,50,3.5,False,False,50,0.12173247337341309,6.491503187402092,0.7571338320572651
x.npy,z.npy,1,17,3,0,100000,630,110000,10000,-1,15,voronoi,none,False,50,3.5,False,False,50,0.11605095863342285,6.0983252635272835,0.7718902654358515
x.npy,z.npy,1,17,3,0,100000,630,110000,10000,-1,15,voronoi,none,False,50,3.5,False,False,50,0.11335349082946777,5.912465260272156,0.7960053228996433
x.npy,z.npy,1,17,3,0,100000,630,110000,10000,-1,15,voronoi,none,False,50,3.5,False,False,50,0.1145472526550293,5.859896125393621,0.7727773495306827
x.npy,z.npy,1,17,3,0,100000,630,110000,10000,-1,15,voronoi,none,False,50,3.5,False,False,50,0.12141537666320801,5.6592839105066925,0.7951513376345213
x.npy,z.npy,1,17,3,0,100000,630,110000,10000,-1,15,voronoi,none,False,50,3.5,False,False,50,0.12362957000732422,5.633237602388006,0.7910578348892094
x.npy,z.npy,1,17,3,0,100000,1107,110000,10000,-1,15,voronoi,none,False,50,3.5,False,False,50,0.1269536018371582,5.855646608624582,0.7912907295973468
x.npy,z.npy,1,17,3,0,100000,1107,110000,10000,-1,15,voronoi,none,False,50,3.5,False,False,50,0.11769771575927734,5.681604080101358,0.8125222180242324
x.npy,z.npy,1,17,3,0,100000,1107,110000,10000,-1,15,voronoi,none,False,50,3.5,False,False,50,0.12909603118896484,5.0685247674424225,0.827863995815751
x.npy,z.npy,1,17,3,0,100000,1107,110000,10000,-1,15,voronoi,none,False,50,3.5,False,False,50,0.1267082691192627,5.723422395677639,0.7733561776671065
x.npy,z.npy,1,17,3,0,100000,1107,110000,10000,-1,15,voronoi,none,False,50,3.5,False,False,50,0.11819791793823242,4.978529635244328,0.8265724752692216
x.npy,z.npy,1,17,3,0,100000,1107,110000,10000,-1,15,voronoi,none,False,50,3.5,False,False,50,0.1300525665283203,5.206936127612787,0.8242492404411865
x.npy,z.npy,1,17,3,0,100000,1107,110000,10000,-1,15,voronoi,none,False,50,3.5,False,False,50,0.12367439270019531,5.291968358935971,0.8111159002872321
x.npy,z.npy,1,17,3,0,100000,1107,110000,10000,-1,15,voronoi,none,False,50,3.5,False,False,50,0.1217658519744873,4.8375468514182485,0.8451693330735073
x.npy,z.npy,1,17,3,0,100000,1107,110000,10000,-1,15,voronoi,none,False,50,3.5,False,False,50,0.11911535263061523,5.479504514037582,0.8154768491790445
x.npy,z.npy,1,17,3,0,100000,1107,110000,10000,-1,15,voronoi,none,False,50,3.5,False,False,50,0.12044572830200195,5.282587510733717,0.8163915315276012
x.npy,z.npy,1,17,3,0,100000,1944,110000,10000,-1,15,voronoi,none,False,50,3.5,False,False,50,0.1247251033782959,4.830060111472174,0.8363513869967156
x.npy,z.npy,1,17,3,0,100000,1944,110000,10000,-1,15,voronoi,none,False,50,3.5,False,False,50,0.11601877212524414,5.076514591850411,0.821774075604229
x.npy,z.npy,1,17,3,0,100000,1944,110000,10000,-1,15,voronoi,none,False,50,3.5,False,False,50,0.12061786651611328,5.299231694549205,0.8349924164263752
x.npy,z.npy,1,17,3,0,100000,1944,110000,10000,-1,15,voronoi,none,False,50,3.5,False,False,50,0.11549830436706543,4.93077274162127,0.8406692073959693
x.npy,z.npy,1,17,3,0,100000,1944,110000,10000,-1,15,voronoi,none,False,50,3.5,False,False,50,0.11583447456359863,4.8956400580117565,0.8351808206808372
x.npy,z.npy,1,17,3,0,100000,1944,110000,10000,-1,15,voronoi,none,False,50,3.5,False,False,50,0.12831592559814453,4.580700906962236,0.8603961031984743
x.npy,z.npy,1,17,3,0,100000,1944,110000,10000,-1,15,voronoi,none,False,50,3.5,False,False,50,0.12131810188293457,4.750410563879492,0.8535564271161216
x.npy,z.npy,1,17,3,0,100000,1944,110000,10000,-1,15,voronoi,none,False,50,3.5,False,False,50,0.12429237365722656,4.742187439945869,0.8487781470828717
x.npy,z.npy,1,17,3,0,100000,1944,110000,10000,-1,15,voronoi,none,False,50,3.5,False,False,50,0.12893962860107422,5.113334402852225,0.8279840564461547
x.npy,z.npy,1,17,3,0,100000,1944,110000,10000,-1,15,voronoi,none,False,50,3.5,False,False,50,0.11912322044372559,5.188384405180298,0.8139460957761834
x.npy,z.npy,1,17,3,0,100000,3414,110000,10000,-1,15,voronoi,none,False,50,3.5,False,False,50,0.12990283966064453,4.376491956830703,0.8691842081825019
x.npy,z.npy,1,17,3,0,100000,3414,110000,10000,-1,15,voronoi,none,False,50,3.5,False,False,50,0.12828469276428223,4.6551698193294095,0.8520517322452892
