99000,1000,0.01,0.1,2,lin,18.83134913444519,0.2722338305540856
199000,1000,0.01,0.1,2,lin,38.49622964859009,0.23317504337191416
299000,1000,0.01,0.1,2,lin,59.22636866569519,0.20965473567180481
399000,1000,0.01,0.1,2,lin,81.07485246658325,0.19315644010008753
499000,1000,0.01,0.1,2,lin,104.4949939250946,0.1806240060362567
599000,1000,0.01,0.1,2,lin,127.84099125862122,0.17226842500918463
699000,1000,0.01,0.1,2,lin,150.10830163955688,0.16649926713799312
799000,1000,0.01,0.1,2,lin,174.08478593826294,0.15689329781552555
899000,1000,0.01,0.1,2,lin,198.3477041721344,0.1586780735187671
999000,1000,0.01,0.1,2,lin,222.44738483428955,0.15212281737314112
