90000,10000,0.01,0.1,2,lin,1.8086090087890625,0.994036
190000,10000,0.01,0.1,2,lin,3.237912893295288,0.993155
290000,10000,0.01,0.1,2,lin,4.6388843059539795,0.99511
390000,10000,0.01,0.1,2,lin,6.082998991012573,0.996786
490000,10000,0.01,0.1,2,lin,7.533123731613159,0.996821
590000,10000,0.01,0.1,2,lin,8.900476694107056,0.99704
690000,10000,0.01,0.1,2,lin,10.266884565353394,0.998181
790000,10000,0.01,0.1,2,lin,11.899140119552612,0.997463
890000,10000,0.01,0.1,2,lin,13.176038026809692,0.99764
990000,10000,0.01,0.1,2,lin,14.598429441452026,0.997482
